"sourceConceptScheme","sourceConcept",,"targetConceptScheme","targetConcept","prob","comment","targetConceptScheme","Länge","searchfor","targetConceptScheme","targetConcept","prob","comment",,"Concept","ConceptScheme","prefLabel",,,,
"ISCO-88_COM","243","Archivists, librarians and related information professionals",,,,,,"2430","243","ISCO-88_ILO","243",1,,"ARCHIVISTS, LIBRARIANS AND RELATED INFORMATION PROFESSIONALS","2419","ISCO-88_ILO","Business professionals not elsewhere classified","2419","2419","ISCO-88_ILO","Business professionals not elsewhere classified"
"ISCO-88_COM","2431","Archivists and curators",,,,,,"2431","2431","ISCO-88_ILO","2431",1,,"Archivists and curators","242","ISCO-88_ILO","LEGAL PROFESSIONALS","242","242","ISCO-88_ILO","LEGAL PROFESSIONALS"
"ISCO-88_COM","2432","Librarians and related information professionals",,,,,,"2432","2432","ISCO-88_ILO","2432",1,,"Librarians and related information professionals","2421","ISCO-88_ILO","Lawyers","2421","2421","ISCO-88_ILO","Lawyers"
"ISCO-88_COM","244","Social science and related professionals",,,,,,"2440","244","ISCO-88_ILO","244",1,,"SOCIAL SCIENCE AND RELATED PROFESSIONALS","2422","ISCO-88_ILO","Judges","2422","2422","ISCO-88_ILO","Judges"
"ISCO-88_COM","2441","Economists",,,,,,"2441","2441","ISCO-88_ILO","2441",1,,"Economists","2429","ISCO-88_ILO","Legal professionals not elsewhere classified","2429","2429","ISCO-88_ILO","Legal professionals not elsewhere classified"
"ISCO-88_COM","2442","Sociologists, anthropologists and related professionals",,,,,,"2442","2442","ISCO-88_ILO","2442",1,,"Sociologists, anthropologists and related professionals","243","ISCO-88_ILO","ARCHIVISTS, LIBRARIANS AND RELATED INFORMATION PROFESSIONALS","243","243","ISCO-88_ILO","ARCHIVISTS, LIBRARIANS AND RELATED INFORMATION PROFESSIONALS"
"ISCO-88_COM","2443","Philosophers, historians and political scientists",,,,,,"2443","2443","ISCO-88_ILO","2443",1,,"Philosophers, historians and political scientists","2431","ISCO-88_ILO","Archivists and curators","2431","2431","ISCO-88_ILO","Archivists and curators"
"ISCO-88_COM","2444","Philologists, translators and interpreters",,,,,,"2444","2444","ISCO-88_ILO","2444",1,,"Philologists, translators and interpreters","2432","ISCO-88_ILO","Librarians and related information professionals","2432","2432","ISCO-88_ILO","Librarians and related information professionals"
"ISCO-88_COM","2445","Psychologists",,,,,,"2445","2445","ISCO-88_ILO","2445",1,,"Psychologists","244","ISCO-88_ILO","SOCIAL SCIENCE AND RELATED PROFESSIONALS","244","244","ISCO-88_ILO","SOCIAL SCIENCE AND RELATED PROFESSIONALS"
"ISCO-88_COM","2446","Social work professionals",,,,,,"2446","2446","ISCO-88_ILO","2446",1,,"Social work professionals","2441","ISCO-88_ILO","Economists","2441","2441","ISCO-88_ILO","Economists"
"ISCO-88_COM","245","Writers and creative or performing artists",,,,,,"2450","245","ISCO-88_ILO","245",1,,"WRITERS AND CREATIVE OR PERFORMING ARTISTS","2442","ISCO-88_ILO","Sociologists, anthropologists and related professionals","2442","2442","ISCO-88_ILO","Sociologists, anthropologists and related professionals"
"ISCO-88_COM","2451","Authors, journalists and other writers",,,,,,"2451","2451","ISCO-88_ILO","2451",1,,"Authors, journalists and other writers","2443","ISCO-88_ILO","Philosophers, historians and political scientists","2443","2443","ISCO-88_ILO","Philosophers, historians and political scientists"
"ISCO-88_COM","2452","Sculptors, painters and related artists",,,,,,"2452","2452","ISCO-88_ILO","2452",1,,"Sculptors, painters and related artists","2444","ISCO-88_ILO","Philologists, translators and interpreters","2444","2444","ISCO-88_ILO","Philologists, translators and interpreters"
"ISCO-88_COM","2453","Composers, musicians and singers",,,,,,"2453","2453","ISCO-88_ILO","2453",1,,"Composers, musicians and singers","2445","ISCO-88_ILO","Psychologists","2445","2445","ISCO-88_ILO","Psychologists"
"ISCO-88_COM","2454","Choreographers and dancers",,,,,,"2454","2454","ISCO-88_ILO","2454",1,,"Choreographers and dancers","2446","ISCO-88_ILO","Social work professionals","2446","2446","ISCO-88_ILO","Social work professionals"
"ISCO-88_COM","2455","Film, stage and related actors and directors",,,,,,"2455","2455","ISCO-88_ILO","2455",1,,"Film, stage and related actors and directors","245","ISCO-88_ILO","WRITERS AND CREATIVE OR PERFORMING ARTISTS","245","245","ISCO-88_ILO","WRITERS AND CREATIVE OR PERFORMING ARTISTS"
"ISCO-88_COM","246","Religious professionals",,,,,,"2460","246","ISCO-88_ILO","246",1,,"RELIGIOUS PROFESSIONALS","2451","ISCO-88_ILO","Authors, journalists and other writers","2451","2451","ISCO-88_ILO","Authors, journalists and other writers"
"ISCO-88_COM","2460","Religious professionals",,,,,,"2460","2460","ISCO-88_ILO","2460",1,,"Religious professionals","2452","ISCO-88_ILO","Sculptors, painters and related artists","2452","2452","ISCO-88_ILO","Sculptors, painters and related artists"
"ISCO-88_COM","247","Public service administrative professionals",,,,,,"2470","24","ISCO-88_ILO","24",1,"concept does not exist in target scheme. linked to parent.","OTHER PROFESSIONALS","2453","ISCO-88_ILO","Composers, musicians and singers","2453","2453","ISCO-88_ILO","Composers, musicians and singers"
"ISCO-88_COM","2470","Public service administrative professionals",,,,,,"2470","24","ISCO-88_ILO","24",1,"concept does not exist in target scheme. linked to parent of parent.","OTHER PROFESSIONALS","2454","ISCO-88_ILO","Choreographers and dancers","2454","2454","ISCO-88_ILO","Choreographers and dancers"
"ISCO-88_COM","3","TECHNICIANS AND ASSOCIATE PROFESSIONALS",,,,,,"3000","3","ISCO-88_ILO","3",1,,"TECHNICIANS AND ASSOCIATE PROFESSIONALS","2455","ISCO-88_ILO","Film, stage and related actors and directors","2455","2455","ISCO-88_ILO","Film, stage and related actors and directors"
"ISCO-88_COM","31","Physical and engineering science associate professionals",,,,,,"3100","31","ISCO-88_ILO","31",1,,"PHYSICAL AND ENGINEERING SCIENCE ASSOCIATE PROFESSIONALS","246","ISCO-88_ILO","RELIGIOUS PROFESSIONALS","246","246","ISCO-88_ILO","RELIGIOUS PROFESSIONALS"
"ISCO-88_COM","311","Physical and engineering science technicians",,,,,,"3110","311","ISCO-88_ILO","311",1,,"PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS","2460","ISCO-88_ILO","Religious professionals","2460","2460","ISCO-88_ILO","Religious professionals"
"ISCO-88_COM","3111","Chemical and physical science technicians",,,,,,"3111","3111","ISCO-88_ILO","3111",1,,"Chemical and physical science technicians","3","ISCO-88_ILO","TECHNICIANS AND ASSOCIATE PROFESSIONALS","3","3","ISCO-88_ILO","TECHNICIANS AND ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3112","Civil engineering technicians",,,,,,"3112","3112","ISCO-88_ILO","3112",1,,"Civil engineering technicians","31","ISCO-88_ILO","PHYSICAL AND ENGINEERING SCIENCE ASSOCIATE PROFESSIONALS","31","31","ISCO-88_ILO","PHYSICAL AND ENGINEERING SCIENCE ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3113","Electrical engineering technicians",,,,,,"3113","3113","ISCO-88_ILO","3113",1,,"Electrical engineering technicians","311","ISCO-88_ILO","PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS","311","311","ISCO-88_ILO","PHYSICAL AND ENGINEERING SCIENCE TECHNICIANS"
"ISCO-88_COM","3114","Electronics and telecommunications engineering technicians",,,,,,"3114","3114","ISCO-88_ILO","3114",1,,"Electronics and telecommunications engineering technicians","3111","ISCO-88_ILO","Chemical and physical science technicians","3111","3111","ISCO-88_ILO","Chemical and physical science technicians"
"ISCO-88_COM","3115","Mechanical engineering technicians",,,,,,"3115","3115","ISCO-88_ILO","3115",1,,"Mechanical engineering technicians","3112","ISCO-88_ILO","Civil engineering technicians","3112","3112","ISCO-88_ILO","Civil engineering technicians"
"ISCO-88_COM","3116","Chemical engineering technicians",,,,,,"3116","3116","ISCO-88_ILO","3116",1,,"Chemical engineering technicians","3113","ISCO-88_ILO","Electrical engineering technicians","3113","3113","ISCO-88_ILO","Electrical engineering technicians"
"ISCO-88_COM","3117","Mining and metallurgical technicians",,,,,,"3117","3117","ISCO-88_ILO","3117",1,,"Mining and metallurgical technicians","3114","ISCO-88_ILO","Electronics and telecommunications engineering technicians","3114","3114","ISCO-88_ILO","Electronics and telecommunications engineering technicians"
"ISCO-88_COM","3118","Draughtspersons",,,,,,"3118","3118","ISCO-88_ILO","3118",1,,"Draughtspersons","3115","ISCO-88_ILO","Mechanical engineering technicians","3115","3115","ISCO-88_ILO","Mechanical engineering technicians"
"ISCO-88_COM","3119","Physical and engineering science technicians not elsewhere classified",,,,,,"3119","3119","ISCO-88_ILO","3119",1,,"Physical and engineering science technicians not elsewhere classified","3116","ISCO-88_ILO","Chemical engineering technicians","3116","3116","ISCO-88_ILO","Chemical engineering technicians"
"ISCO-88_COM","312","Computer associate professionals",,,,,,"3120","312","ISCO-88_ILO","312",1,,"COMPUTER ASSOCIATE PROFESSIONALS","3117","ISCO-88_ILO","Mining and metallurgical technicians","3117","3117","ISCO-88_ILO","Mining and metallurgical technicians"
"ISCO-88_COM","3121","Computer assistants",,,,,,"3121","3121","ISCO-88_ILO","3121",1,,"Computer assistants","3118","ISCO-88_ILO","Draughtspersons","3118","3118","ISCO-88_ILO","Draughtspersons"
"ISCO-88_COM","3122","Computer equipment operators",,,,,,"3122","3122","ISCO-88_ILO","3122",1,,"Computer equipment operators","3119","ISCO-88_ILO","Physical and engineering science technicians not elsewhere classified","3119","3119","ISCO-88_ILO","Physical and engineering science technicians not elsewhere classified"
"ISCO-88_COM","3123","Industrial robot controllers",,,,,,"3123","3123","ISCO-88_ILO","3123",1,,"Industrial robot controllers","312","ISCO-88_ILO","COMPUTER ASSOCIATE PROFESSIONALS","312","312","ISCO-88_ILO","COMPUTER ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","313","Optical and electronic equipment operators",,,,,,"3130","313","ISCO-88_ILO","313",1,,"OPTICAL AND ELECTRONIC EQUIPMENT OPERATORS","3121","ISCO-88_ILO","Computer assistants","3121","3121","ISCO-88_ILO","Computer assistants"
"ISCO-88_COM","3131","Photographers and image and sound recording equipment operators",,,,,,"3131","3131","ISCO-88_ILO","3131",1,,"Photographers and image and sound recording equipment operators","3122","ISCO-88_ILO","Computer equipment operators","3122","3122","ISCO-88_ILO","Computer equipment operators"
"ISCO-88_COM","3132","Broadcasting and telecommunications equipment operators",,,,,,"3132","3132","ISCO-88_ILO","3132",1,,"Broadcasting and telecommunications equipment operators","3123","ISCO-88_ILO","Industrial robot controllers","3123","3123","ISCO-88_ILO","Industrial robot controllers"
"ISCO-88_COM","3133","Medical equipment operators",,,,,,"3133","3133","ISCO-88_ILO","3133",1,,"Medical equipment operators","313","ISCO-88_ILO","OPTICAL AND ELECTRONIC EQUIPMENT OPERATORS","313","313","ISCO-88_ILO","OPTICAL AND ELECTRONIC EQUIPMENT OPERATORS"
"ISCO-88_COM","3139","Optical and electronic equipment operators not elsewhere classified",,,,,,"3139","3139","ISCO-88_ILO","3139",1,,"Optical and electronic equipment operators not elsewhere classified","3131","ISCO-88_ILO","Photographers and image and sound recording equipment operators","3131","3131","ISCO-88_ILO","Photographers and image and sound recording equipment operators"
"ISCO-88_COM","314","Ship and aircraft controllers and technicians",,,,,,"3140","314","ISCO-88_ILO","314",1,,"SHIP AND AIRCRAFT CONTROLLERS AND TECHNICIANS","3132","ISCO-88_ILO","Broadcasting and telecommunications equipment operators","3132","3132","ISCO-88_ILO","Broadcasting and telecommunications equipment operators"
"ISCO-88_COM","3141","Ships' engineers",,,,,,"3141","3141","ISCO-88_ILO","3141",1,,"Ships' engineers","3133","ISCO-88_ILO","Medical equipment operators","3133","3133","ISCO-88_ILO","Medical equipment operators"
"ISCO-88_COM","3142","Ships' deck officers and pilots",,,,,,"3142","3142","ISCO-88_ILO","3142",1,,"Ships' deck officers and pilots","3139","ISCO-88_ILO","Optical and electronic equipment operators not elsewhere classified","3139","3139","ISCO-88_ILO","Optical and electronic equipment operators not elsewhere classified"
"ISCO-88_COM","3143","Aircraft pilots and related associate professionals",,,,,,"3143","3143","ISCO-88_ILO","3143",1,,"Aircraft pilots and related associate professionals","314","ISCO-88_ILO","SHIP AND AIRCRAFT CONTROLLERS AND TECHNICIANS","314","314","ISCO-88_ILO","SHIP AND AIRCRAFT CONTROLLERS AND TECHNICIANS"
"ISCO-88_COM","3144","Air traffic controllers",,,,,,"3144","3144","ISCO-88_ILO","3144",1,,"Air traffic controllers","3141","ISCO-88_ILO","Ships' engineers","3141","3141","ISCO-88_ILO","Ships' engineers"
"ISCO-88_COM","3145","Air traffic safety technicians",,,,,,"3145","3145","ISCO-88_ILO","3145",1,,"Air traffic safety technicians","3142","ISCO-88_ILO","Ships' deck officers and pilots","3142","3142","ISCO-88_ILO","Ships' deck officers and pilots"
"ISCO-88_COM","315","Safety and quality inspectors",,,,,,"3150","315","ISCO-88_ILO","315",1,,"SAFETY AND QUALITY INSPECTORS","3143","ISCO-88_ILO","Aircraft pilots and related associate professionals","3143","3143","ISCO-88_ILO","Aircraft pilots and related associate professionals"
"ISCO-88_COM","3151","Building and fire inspectors",,,,,,"3151","3151","ISCO-88_ILO","3151",1,,"Building and fire inspectors","3144","ISCO-88_ILO","Air traffic controllers","3144","3144","ISCO-88_ILO","Air traffic controllers"
"ISCO-88_COM","3152","Safety, health and quality inspectors",,,,,,"3152","3152","ISCO-88_ILO","3152",1,,"Safety, health and quality inspectors","3145","ISCO-88_ILO","Air traffic safety technicians","3145","3145","ISCO-88_ILO","Air traffic safety technicians"
"ISCO-88_COM","32","Life science and health associate professionals",,,,,,"3200","32","ISCO-88_ILO","32",1,,"LIFE SCIENCE AND HEALTH ASSOCIATE PROFESSIONALS","315","ISCO-88_ILO","SAFETY AND QUALITY INSPECTORS","315","315","ISCO-88_ILO","SAFETY AND QUALITY INSPECTORS"
"ISCO-88_COM","321","Life science technicians and related associate professional",,,,,,"3210","321","ISCO-88_ILO","321",1,,"LIFE SCIENCE TECHNICIANS AND RELATED ASSOCIATE PROFESSIONALS","3151","ISCO-88_ILO","Building and fire inspectors","3151","3151","ISCO-88_ILO","Building and fire inspectors"
"ISCO-88_COM","3211","Life science technicians",,,,,,"3211","3211","ISCO-88_ILO","3211",1,,"Life science technicians","3152","ISCO-88_ILO","Safety, health and quality inspectors","3152","3152","ISCO-88_ILO","Safety, health and quality inspectors"
"ISCO-88_COM","3212","Agronomy and forestry technicians",,,,,,"3212","3212","ISCO-88_ILO","3212",1,,"Agronomy and forestry technicians","32","ISCO-88_ILO","LIFE SCIENCE AND HEALTH ASSOCIATE PROFESSIONALS","32","32","ISCO-88_ILO","LIFE SCIENCE AND HEALTH ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3213","Farming and forestry advisers",,,,,,"3213","3213","ISCO-88_ILO","3213",1,,"Farming and forestry advisers","321","ISCO-88_ILO","LIFE SCIENCE TECHNICIANS AND RELATED ASSOCIATE PROFESSIONALS","321","321","ISCO-88_ILO","LIFE SCIENCE TECHNICIANS AND RELATED ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","322","Health associate professionals (except nursing)",,,,,,"3220","322","ISCO-88_ILO","322",1,,"MODERN HEALTH ASSOCIATE PROFESSIONALS (except nursing)","3211","ISCO-88_ILO","Life science technicians","3211","3211","ISCO-88_ILO","Life science technicians"
"ISCO-88_COM","3221","Medical assistants",,,,,,"3221","3221","ISCO-88_ILO","3221",1,,"Medical assistants","3212","ISCO-88_ILO","Agronomy and forestry technicians","3212","3212","ISCO-88_ILO","Agronomy and forestry technicians"
"ISCO-88_COM","3222","Hygienists, health and environmental officers",,,,,,"3222","3222","ISCO-88_ILO","3222",1,,"Sanitarians","3213","ISCO-88_ILO","Farming and forestry advisers","3213","3213","ISCO-88_ILO","Farming and forestry advisers"
"ISCO-88_COM","3223","Dieticians and nutritionists",,,,,,"3223","3223","ISCO-88_ILO","3223",1,,"Dieticians and nutritionists","322","ISCO-88_ILO","MODERN HEALTH ASSOCIATE PROFESSIONALS (except nursing)","322","322","ISCO-88_ILO","MODERN HEALTH ASSOCIATE PROFESSIONALS (except nursing)"
"ISCO-88_COM","3224","Optometrists and opticians",,,,,,"3224","3224","ISCO-88_ILO","3224",1,,"Optometrists and opticians","3221","ISCO-88_ILO","Medical assistants","3221","3221","ISCO-88_ILO","Medical assistants"
"ISCO-88_COM","3225","Dental assistants",,,,,,"3225","3225","ISCO-88_ILO","3225",1,,"Dental assistants","3222","ISCO-88_ILO","Sanitarians","3222","3222","ISCO-88_ILO","Sanitarians"
"ISCO-88_COM","3226","Physiotherapists and related associate professionals",,,,,,"3226","3226","ISCO-88_ILO","3226",1,,"Physiotherapists and related associate professionals","3223","ISCO-88_ILO","Dieticians and nutritionists","3223","3223","ISCO-88_ILO","Dieticians and nutritionists"
"ISCO-88_COM","3227","Veterinary assistants",,,,,,"3227","3227","ISCO-88_ILO","3227",1,,"Veterinary assistants","3224","ISCO-88_ILO","Optometrists and opticians","3224","3224","ISCO-88_ILO","Optometrists and opticians"
"ISCO-88_COM","3228","Pharmaceutical assistants",,,,,,"3228","3228","ISCO-88_ILO","3228",1,,"Pharmaceutical assistants","3225","ISCO-88_ILO","Dental assistants","3225","3225","ISCO-88_ILO","Dental assistants"
"ISCO-88_COM","3229","Health associate professionals (except nursing) not elsewhere classified",,,,,,"3229","3229","ISCO-88_ILO","3229",1,,"Modern health associate professionals (except nursing) not elsewhere classified","3226","ISCO-88_ILO","Physiotherapists and related associate professionals","3226","3226","ISCO-88_ILO","Physiotherapists and related associate professionals"
"ISCO-88_COM","323","Nursing and midwifery associate professionals",,,,,,"3230","323","ISCO-88_ILO","323",1,,"NURSING AND MIDWIFERY ASSOCIATE PROFESSIONALS","3227","ISCO-88_ILO","Veterinary assistants","3227","3227","ISCO-88_ILO","Veterinary assistants"
"ISCO-88_COM","3231","Nursing associate professionals",,,,,,"3231","3231","ISCO-88_ILO","3231",1,,"Nursing associate professionals","3228","ISCO-88_ILO","Pharmaceutical assistants","3228","3228","ISCO-88_ILO","Pharmaceutical assistants"
"ISCO-88_COM","3232","Midwifery associate professionals",,,,,,"3232","3232","ISCO-88_ILO","3232",1,,"Midwifery associate professionals","3229","ISCO-88_ILO","Modern health associate professionals (except nursing) not elsewhere classified","3229","3229","ISCO-88_ILO","Modern health associate professionals (except nursing) not elsewhere classified"
"ISCO-88_COM","33","Teaching associate professionals",,,,,,"3300","33","ISCO-88_ILO","33",1,,"TEACHING ASSOCIATE PROFESSIONALS","323","ISCO-88_ILO","NURSING AND MIDWIFERY ASSOCIATE PROFESSIONALS","323","323","ISCO-88_ILO","NURSING AND MIDWIFERY ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","331","Primary education teaching associate professionals",,,,,,"3310","331","ISCO-88_ILO","331",1,,"PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS","3231","ISCO-88_ILO","Nursing associate professionals","3231","3231","ISCO-88_ILO","Nursing associate professionals"
"ISCO-88_COM","3310","Primary education teaching associate professionals",,,,,,"3310","3310","ISCO-88_ILO","3310",1,,"Primary education teaching associate professionals","3232","ISCO-88_ILO","Midwifery associate professionals","3232","3232","ISCO-88_ILO","Midwifery associate professionals"
"ISCO-88_COM","332","Pre-primary education teaching associate professionals",,,,,,"3320","332","ISCO-88_ILO","332",1,,"PRE-PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS","324","ISCO-88_ILO","TRADITIONAL MEDICINE PRACTITIONERS AND FAITH HEALERS","#N/A","324","ISCO-88_ILO","TRADITIONAL MEDICINE PRACTITIONERS AND FAITH HEALERS"
"ISCO-88_COM","3320","Pre-primary education teaching associate professionals",,,,,,"3320","3320","ISCO-88_ILO","3320",1,,"Pre-primary education teaching associate professionals","3241","ISCO-88_ILO","Traditional medicine practitioners","#N/A","3241","ISCO-88_ILO","Traditional medicine practitioners"
"ISCO-88_COM","333","Special education teaching associate professionals",,,,,,"3330","333","ISCO-88_ILO","333",1,,"SPECIAL EDUCATION TEACHING ASSOCIATE PROFESSIONALS","3242","ISCO-88_ILO","Faith healers","#N/A","3242","ISCO-88_ILO","Faith healers"
"ISCO-88_COM","3330","Special education teaching associate professionals",,,,,,"3330","3330","ISCO-88_ILO","3330",1,,"Special education teaching associate professionals","33","ISCO-88_ILO","TEACHING ASSOCIATE PROFESSIONALS","33","33","ISCO-88_ILO","TEACHING ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","334","Other teaching associate professionals",,,,,,"3340","334","ISCO-88_ILO","334",1,,"OTHER TEACHING ASSOCIATE PROFESSIONALS","331","ISCO-88_ILO","PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS","331","331","ISCO-88_ILO","PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3340","Other teaching associate professionals",,,,,,"3340","3340","ISCO-88_ILO","3340",1,,"Other teaching associate professionals","3310","ISCO-88_ILO","Primary education teaching associate professionals","3310","3310","ISCO-88_ILO","Primary education teaching associate professionals"
"ISCO-88_COM","34","Other associate professionals",,,,,,"3400","34","ISCO-88_ILO","34",1,,"OTHER ASSOCIATE PROFESSIONALS","332","ISCO-88_ILO","PRE-PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS","332","332","ISCO-88_ILO","PRE-PRIMARY EDUCATION TEACHING ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","341","Finance and sales associate professionals",,,,,,"3410","341","ISCO-88_ILO","341",1,,"FINANCE AND SALES ASSOCIATE PROFESSIONALS","3320","ISCO-88_ILO","Pre-primary education teaching associate professionals","3320","3320","ISCO-88_ILO","Pre-primary education teaching associate professionals"
"ISCO-88_COM","3411","Securities and finance dealers and brokers",,,,,,"3411","3411","ISCO-88_ILO","3411",1,,"Securities and finance dealers and brokers","333","ISCO-88_ILO","SPECIAL EDUCATION TEACHING ASSOCIATE PROFESSIONALS","333","333","ISCO-88_ILO","SPECIAL EDUCATION TEACHING ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3412","Insurance representatives",,,,,,"3412","3412","ISCO-88_ILO","3412",1,,"Insurance representatives","3330","ISCO-88_ILO","Special education teaching associate professionals","3330","3330","ISCO-88_ILO","Special education teaching associate professionals"
"ISCO-88_COM","3413","Estate agents",,,,,,"3413","3413","ISCO-88_ILO","3413",1,,"Estate agents","334","ISCO-88_ILO","OTHER TEACHING ASSOCIATE PROFESSIONALS","334","334","ISCO-88_ILO","OTHER TEACHING ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3414","Travel consultants and organisers",,,,,,"3414","3414","ISCO-88_ILO","3414",1,,"Travel consultants and organisers","3340","ISCO-88_ILO","Other teaching associate professionals","3340","3340","ISCO-88_ILO","Other teaching associate professionals"
"ISCO-88_COM","3415","Technical and commercial sales representatives",,,,,,"3415","3415","ISCO-88_ILO","3415",1,,"Technical and commercial sales representatives","34","ISCO-88_ILO","OTHER ASSOCIATE PROFESSIONALS","34","34","ISCO-88_ILO","OTHER ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3416","Buyers",,,,,,"3416","3416","ISCO-88_ILO","3416",1,,"Buyers","341","ISCO-88_ILO","FINANCE AND SALES ASSOCIATE PROFESSIONALS","341","341","ISCO-88_ILO","FINANCE AND SALES ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3417","Appraisers, valuers and auctioneers",,,,,,"3417","3417","ISCO-88_ILO","3417",1,,"Appraisers, valuers and auctioneers","3411","ISCO-88_ILO","Securities and finance dealers and brokers","3411","3411","ISCO-88_ILO","Securities and finance dealers and brokers"
"ISCO-88_COM","3419","Finance and sales associate professionals not elsewhere classified",,,,,,"3419","3419","ISCO-88_ILO","3419",1,,"Finance and sales associate professionals not elsewhere classified","3412","ISCO-88_ILO","Insurance representatives","3412","3412","ISCO-88_ILO","Insurance representatives"
"ISCO-88_COM","342","Business services agents and trade brokers",,,,,,"3420","342","ISCO-88_ILO","342",1,,"BUSINESS SERVICES AGENTS AND TRADE BROKERS","3413","ISCO-88_ILO","Estate agents","3413","3413","ISCO-88_ILO","Estate agents"
"ISCO-88_COM","3421","Trade brokers",,,,,,"3421","3421","ISCO-88_ILO","3421",1,,"Trade brokers","3414","ISCO-88_ILO","Travel consultants and organisers","3414","3414","ISCO-88_ILO","Travel consultants and organisers"
"ISCO-88_COM","3422","Clearing and forwarding agents",,,,,,"3422","3422","ISCO-88_ILO","3422",1,,"Clearing and forwarding agents","3415","ISCO-88_ILO","Technical and commercial sales representatives","3415","3415","ISCO-88_ILO","Technical and commercial sales representatives"
"ISCO-88_COM","3423","Employment agents and labour contractors",,,,,,"3423","3423","ISCO-88_ILO","3423",1,,"Employment agents and labour contractors","3416","ISCO-88_ILO","Buyers","3416","3416","ISCO-88_ILO","Buyers"
"ISCO-88_COM","3429","Business services agents and trade brokers not elsewhere classified",,,,,,"3429","3429","ISCO-88_ILO","3429",1,,"Business services agents and trade brokers not elsewhere classified","3417","ISCO-88_ILO","Appraisers, valuers and auctioneers","3417","3417","ISCO-88_ILO","Appraisers, valuers and auctioneers"
"ISCO-88_COM","343","Administrative associate professionals",,,,,,"3430","343","ISCO-88_ILO","343",1,,"ADMINISTRATIVE ASSOCIATE PROFESSIONALS","3419","ISCO-88_ILO","Finance and sales associate professionals not elsewhere classified","3419","3419","ISCO-88_ILO","Finance and sales associate professionals not elsewhere classified"
"ISCO-88_COM","3431","Administrative secretaries and related associate professionals",,,,,,"3431","3431","ISCO-88_ILO","3431",1,,"Administrative secretaries and related associate professionals","342","ISCO-88_ILO","BUSINESS SERVICES AGENTS AND TRADE BROKERS","342","342","ISCO-88_ILO","BUSINESS SERVICES AGENTS AND TRADE BROKERS"
"ISCO-88_COM","3432","Legal and related business associate professionals",,,,,,"3432","3432","ISCO-88_ILO","3432",1,,"Legal and related business associate professionals","3421","ISCO-88_ILO","Trade brokers","3421","3421","ISCO-88_ILO","Trade brokers"
"ISCO-88_COM","3433","Bookkeepers",,,,,,"3433","3433","ISCO-88_ILO","3433",1,,"Bookkeepers","3422","ISCO-88_ILO","Clearing and forwarding agents","3422","3422","ISCO-88_ILO","Clearing and forwarding agents"
"ISCO-88_COM","3434","Statistical, mathematical and related associate professionals",,,,,,"3434","3434","ISCO-88_ILO","3434",1,,"Statistical, mathematical and related associate professionals","3423","ISCO-88_ILO","Employment agents and labour contractors","3423","3423","ISCO-88_ILO","Employment agents and labour contractors"
"ISCO-88_COM","344","Customs, tax and related government associate professionals",,,,,,"3440","344","ISCO-88_ILO","344",1,,"CUSTOMS, TAX AND RELATED GOVERNMENT ASSOCIATE PROFESSIONALS","3429","ISCO-88_ILO","Business services agents and trade brokers not elsewhere classified","3429","3429","ISCO-88_ILO","Business services agents and trade brokers not elsewhere classified"
"ISCO-88_COM","3441","Customs and border inspectors",,,,,,"3441","3441","ISCO-88_ILO","3441",1,,"Customs and border inspectors","343","ISCO-88_ILO","ADMINISTRATIVE ASSOCIATE PROFESSIONALS","343","343","ISCO-88_ILO","ADMINISTRATIVE ASSOCIATE PROFESSIONALS"
"ISCO-88_COM","3442","Government tax and excise officials",,,,,,"3442","3442","ISCO-88_ILO","3442",1,,"Government tax and excise officials","3431","ISCO-88_ILO","Administrative secretaries and related associate professionals","3431","3431","ISCO-88_ILO","Administrative secretaries and related associate professionals"
"ISCO-88_COM","3443","Government social benefits officials",,,,,,"3443","3443","ISCO-88_ILO","3443",1,,"Government social benefits officials","3432","ISCO-88_ILO","Legal and related business associate professionals","3432","3432","ISCO-88_ILO","Legal and related business associate professionals"
"ISCO-88_COM","3444","Government licensing officials",,,,,,"3444","3444","ISCO-88_ILO","3444",1,,"Government licensing officials","3433","ISCO-88_ILO","Bookkeepers","3433","3433","ISCO-88_ILO","Bookkeepers"
