"sourceConceptScheme","sourceConcept",,"targetConceptScheme","targetConcept","prob","comment","targetConceptScheme","Länge","searchfor","targetConceptScheme","targetConcept","prob","comment",,"Concept","ConceptScheme","prefLabel",,,,
"ISCO-88_COM","8142","Paper-pulp plant operators",,,,,,"8142","8142","ISCO-88_ILO","8142",1,,"Paper-pulp plant operators","7437","ISCO-88_ILO","Upholsterers and related workers","7437","7437","ISCO-88_ILO","Upholsterers and related workers"
"ISCO-88_COM","8143","Papermaking-plant operators",,,,,,"8143","8143","ISCO-88_ILO","8143",1,,"Papermaking-plant operators","744","ISCO-88_ILO","PELT, LEATHER AND SHOEMAKING TRADES WORKERS","744","744","ISCO-88_ILO","PELT, LEATHER AND SHOEMAKING TRADES WORKERS"
"ISCO-88_COM","815","Chemical-processing-plant operators",,,,,,"8150","815","ISCO-88_ILO","815",1,,"CHEMICAL-PROCESSING-PLANT OPERATORS","7441","ISCO-88_ILO","Pelt dressers, tanners and fellmongers","7441","7441","ISCO-88_ILO","Pelt dressers, tanners and fellmongers"
"ISCO-88_COM","8151","Crushing-, grinding- and chemical-mixing-machinery operators",,,,,,"8151","8151","ISCO-88_ILO","8151",1,,"Crushing-, grinding- and chemical-mixing-machinery operators","7442","ISCO-88_ILO","Shoe-makers and related workers","7442","7442","ISCO-88_ILO","Shoe-makers and related workers"
"ISCO-88_COM","8152","Chemical-heat-treating-plant operators",,,,,,"8152","8152","ISCO-88_ILO","8152",1,,"Chemical-heat-treating-plant operators","8","ISCO-88_ILO","PLANT AND MACHINE OPERATORS AND ASSEMBLERS","8","8","ISCO-88_ILO","PLANT AND MACHINE OPERATORS AND ASSEMBLERS"
"ISCO-88_COM","8153","Chemical-filtering- and separating-equipment operators",,,,,,"8153","8153","ISCO-88_ILO","8153",1,,"Chemical-filtering- and separating-equipment operators","81","ISCO-88_ILO","STATIONARY-PLANT AND RELATED OPERATORS","81","81","ISCO-88_ILO","STATIONARY-PLANT AND RELATED OPERATORS"
"ISCO-88_COM","8154","Chemical-still and reactor operators (except petroleum and natural gas)",,,,,,"8154","8154","ISCO-88_ILO","8154",1,,"Chemical-still and reactor operators (except petroleum and natural gas)","811","ISCO-88_ILO","MINING- AND MINERAL-PROCESSING-PLANT OPERATORS","811","811","ISCO-88_ILO","MINING- AND MINERAL-PROCESSING-PLANT OPERATORS"
"ISCO-88_COM","8155","Petroleum- and natural-gas-refining-plant operators",,,,,,"8155","8155","ISCO-88_ILO","8155",1,,"Petroleum- and natural-gas-refining-plant operators","8111","ISCO-88_ILO","Mining-plant operators","8111","8111","ISCO-88_ILO","Mining-plant operators"
"ISCO-88_COM","8159","Chemical-processing-plant operators not elsewhere classified",,,,,,"8159","8159","ISCO-88_ILO","8159",1,,"Chemical-processing-plant operators not elsewhere classified","8112","ISCO-88_ILO","Mineral-ore- and stone-processing-plant operators","8112","8112","ISCO-88_ILO","Mineral-ore- and stone-processing-plant operators"
"ISCO-88_COM","816","Power-production and related plant operators",,,,,,"8160","816","ISCO-88_ILO","816",1,,"POWER-PRODUCTION AND RELATED PLANT OPERATORS","8113","ISCO-88_ILO","Well drillers and borers and related workers","8113","8113","ISCO-88_ILO","Well drillers and borers and related workers"
"ISCO-88_COM","8161","Power-production plant operators",,,,,,"8161","8161","ISCO-88_ILO","8161",1,,"Power-production plant operators","812","ISCO-88_ILO","METAL-PROCESSING-PLANT OPERATORS","812","812","ISCO-88_ILO","METAL-PROCESSING-PLANT OPERATORS"
"ISCO-88_COM","8162","Steam-engine and boiler operators",,,,,,"8162","8162","ISCO-88_ILO","8162",1,,"Steam-engine and boiler operators","8121","ISCO-88_ILO","Ore and metal furnace operators","8121","8121","ISCO-88_ILO","Ore and metal furnace operators"
"ISCO-88_COM","8163","Incinerator, water-treatment and related plant operators",,,,,,"8163","8163","ISCO-88_ILO","8163",1,,"Incinerator, water-treatment and related plant operators","8122","ISCO-88_ILO","Metal melters, casters and rolling-mill operators","8122","8122","ISCO-88_ILO","Metal melters, casters and rolling-mill operators"
"ISCO-88_COM","817","Industrial robot operators",,,,,,"8170","817","ISCO-88_ILO","817",1,"target concept includes automated assembly line operators.","AUTOMATED-ASSEMBLY-LINE AND INDUSTRIAL-ROBOT OPERATORS","8123","ISCO-88_ILO","Metal-heat-treating-plant operators","8123","8123","ISCO-88_ILO","Metal-heat-treating-plant operators"
"ISCO-88_COM","8170","Industrial robot operators",,,,,,"8170","8172","ISCO-88_ILO","8172",1,,"Industrial-robot operators","8124","ISCO-88_ILO","Metal drawers and extruders","8124","8124","ISCO-88_ILO","Metal drawers and extruders"
"ISCO-88_COM","82","Machine operators and assemblers",,,,,,"8200","82","ISCO-88_ILO","82",1,,"MACHINE OPERATORS AND ASSEMBLERS","813","ISCO-88_ILO","GLASS, CERAMICS AND RELATED PLANT OPERATORS","813","813","ISCO-88_ILO","GLASS, CERAMICS AND RELATED PLANT OPERATORS"
"ISCO-88_COM","821","Metal- and mineral-products machine operators",,,,,,"8210","821","ISCO-88_ILO","821",1,,"METAL- AND MINERAL-PRODUCTS MACHINE OPERATORS","8131","ISCO-88_ILO","Glass and ceramics kiln and related machine operators","8131","8131","ISCO-88_ILO","Glass and ceramics kiln and related machine operators"
"ISCO-88_COM","8211","Machine-tool operators",,,,,,"8211","8211","ISCO-88_ILO","8211",1,,"Machine-tool operators","8139","ISCO-88_ILO","Glass, ceramics and related plant operators not elsewhere classified","8139","8139","ISCO-88_ILO","Glass, ceramics and related plant operators not elsewhere classified"
"ISCO-88_COM","8212","Cement and other mineral products machine operators",,,,,,"8212","8212","ISCO-88_ILO","8212",1,,"Cement and other mineral products machine operators","814","ISCO-88_ILO","WOOD-PROCESSING- AND PAPERMAKING-PLANT OPERATORS","814","814","ISCO-88_ILO","WOOD-PROCESSING- AND PAPERMAKING-PLANT OPERATORS"
"ISCO-88_COM","822","Chemical-products machine operators",,,,,,"8220","822","ISCO-88_ILO","822",1,,"CHEMICAL-PRODUCTS MACHINE OPERATORS","8141","ISCO-88_ILO","Wood-processing-plant operators","8141","8141","ISCO-88_ILO","Wood-processing-plant operators"
"ISCO-88_COM","8221","Pharmaceutical-and toiletry-products machine operators",,,,,,"8221","8221","ISCO-88_ILO","8221",1,,"Pharmaceutical- and toiletry-products machine operators","8142","ISCO-88_ILO","Paper-pulp plant operators","8142","8142","ISCO-88_ILO","Paper-pulp plant operators"
"ISCO-88_COM","8222","Ammunition- and explosive-products machine operators",,,,,,"8222","8222","ISCO-88_ILO","8222",1,,"Ammunition- and explosive-products machine operators","8143","ISCO-88_ILO","Papermaking-plant operators","8143","8143","ISCO-88_ILO","Papermaking-plant operators"
"ISCO-88_COM","8223","Metal finishing-, plating- and coating-machine operators",,,,,,"8223","8223","ISCO-88_ILO","8223",1,,"Metal finishing-, plating- and coating-machine operators","815","ISCO-88_ILO","CHEMICAL-PROCESSING-PLANT OPERATORS","815","815","ISCO-88_ILO","CHEMICAL-PROCESSING-PLANT OPERATORS"
"ISCO-88_COM","8224","Photographic-products machine operators",,,,,,"8224","8224","ISCO-88_ILO","8224",1,,"Photographic-products machine operators","8151","ISCO-88_ILO","Crushing-, grinding- and chemical-mixing-machinery operators","8151","8151","ISCO-88_ILO","Crushing-, grinding- and chemical-mixing-machinery operators"
"ISCO-88_COM","8229","Chemical-products machine operators not elsewhere classified",,,,,,"8229","8229","ISCO-88_ILO","8229",1,,"Chemical-products machine operators not elsewhere classified","8152","ISCO-88_ILO","Chemical-heat-treating-plant operators","8152","8152","ISCO-88_ILO","Chemical-heat-treating-plant operators"
"ISCO-88_COM","823","Rubber- and plastic-products machine operators",,,,,,"8230","823","ISCO-88_ILO","823",1,,"RUBBER- AND PLASTIC-PRODUCTS MACHINE OPERATORS","8153","ISCO-88_ILO","Chemical-filtering- and separating-equipment operators","8153","8153","ISCO-88_ILO","Chemical-filtering- and separating-equipment operators"
"ISCO-88_COM","8231","Rubber-products machine operators",,,,,,"8231","8231","ISCO-88_ILO","8231",1,,"Rubber-products machine operators","8154","ISCO-88_ILO","Chemical-still and reactor operators (except petroleum and natural gas)","8154","8154","ISCO-88_ILO","Chemical-still and reactor operators (except petroleum and natural gas)"
"ISCO-88_COM","8232","Plastic-products machine operators",,,,,,"8232","8232","ISCO-88_ILO","8232",1,,"Plastic-products machine operators","8155","ISCO-88_ILO","Petroleum- and natural-gas-refining-plant operators","8155","8155","ISCO-88_ILO","Petroleum- and natural-gas-refining-plant operators"
"ISCO-88_COM","824","Wood-products machine operators",,,,,,"8240","824","ISCO-88_ILO","824",1,,"WOOD-PRODUCTS MACHINE OPERATORS","8159","ISCO-88_ILO","Chemical-processing-plant operators not elsewhere classified","8159","8159","ISCO-88_ILO","Chemical-processing-plant operators not elsewhere classified"
"ISCO-88_COM","8240","Wood-products machine operators",,,,,,"8240","8240","ISCO-88_ILO","8240",1,,"Wood-products machine operators","816","ISCO-88_ILO","POWER-PRODUCTION AND RELATED PLANT OPERATORS","816","816","ISCO-88_ILO","POWER-PRODUCTION AND RELATED PLANT OPERATORS"
"ISCO-88_COM","825","Printing-, binding- and paper-products machine operators",,,,,,"8250","825","ISCO-88_ILO","825",1,,"PRINTING-, BINDING- AND PAPER-PRODUCTS MACHINE OPERATORS","8161","ISCO-88_ILO","Power-production plant operators","8161","8161","ISCO-88_ILO","Power-production plant operators"
"ISCO-88_COM","8251","Printing-machine operators",,,,,,"8251","8251","ISCO-88_ILO","8251",1,,"Printing-machine operators","8162","ISCO-88_ILO","Steam-engine and boiler operators","8162","8162","ISCO-88_ILO","Steam-engine and boiler operators"
"ISCO-88_COM","8252","Book-binding-machine operators",,,,,,"8252","8252","ISCO-88_ILO","8252",1,,"Bookbinding-machine operators","8163","ISCO-88_ILO","Incinerator, water-treatment and related plant operators","8163","8163","ISCO-88_ILO","Incinerator, water-treatment and related plant operators"
"ISCO-88_COM","8253","Paper-products machine operators",,,,,,"8253","8253","ISCO-88_ILO","8253",1,,"Paper-products machine operators","817","ISCO-88_ILO","AUTOMATED-ASSEMBLY-LINE AND INDUSTRIAL-ROBOT OPERATORS","817","817","ISCO-88_ILO","AUTOMATED-ASSEMBLY-LINE AND INDUSTRIAL-ROBOT OPERATORS"
"ISCO-88_COM","826","Textile-, fur- and leather-products machine operators",,,,,,"8260","826","ISCO-88_ILO","826",1,,"TEXTILE-, FUR- AND LEATHER-PRODUCTS MACHINE OPERATORS","8171","ISCO-88_ILO","Automated-assembly-line operators","#N/A","8171","ISCO-88_ILO","Automated-assembly-line operators"
"ISCO-88_COM","8261","Fibre-preparing-, spinning- and winding-machine operators",,,,,,"8261","8261","ISCO-88_ILO","8261",1,,"Fibre-preparing-, spinning- and winding-machine operators","8172","ISCO-88_ILO","Industrial-robot operators","8172","8172","ISCO-88_ILO","Industrial-robot operators"
"ISCO-88_COM","8262","Weaving- and knitting-machine operators",,,,,,"8262","8262","ISCO-88_ILO","8262",1,,"Weaving- and knitting-machine operators","82","ISCO-88_ILO","MACHINE OPERATORS AND ASSEMBLERS","82","82","ISCO-88_ILO","MACHINE OPERATORS AND ASSEMBLERS"
"ISCO-88_COM","8263","Sewing-machine operators",,,,,,"8263","8263","ISCO-88_ILO","8263",1,,"Sewing-machine operators","821","ISCO-88_ILO","METAL- AND MINERAL-PRODUCTS MACHINE OPERATORS","821","821","ISCO-88_ILO","METAL- AND MINERAL-PRODUCTS MACHINE OPERATORS"
"ISCO-88_COM","8264","Bleaching-, dyeing- and cleaning-machine operators",,,,,,"8264","8264","ISCO-88_ILO","8264",1,,"Bleaching-, dyeing- and cleaning-machine operators","8211","ISCO-88_ILO","Machine-tool operators","8211","8211","ISCO-88_ILO","Machine-tool operators"
"ISCO-88_COM","8265","Fur- and leather-preparing-machine operators",,,,,,"8265","8265","ISCO-88_ILO","8265",1,,"Fur and leather-preparing-machine operators","8212","ISCO-88_ILO","Cement and other mineral products machine operators","8212","8212","ISCO-88_ILO","Cement and other mineral products machine operators"
"ISCO-88_COM","8266","Shoemaking- and related machine operators",,,,,,"8266","8266","ISCO-88_ILO","8266",1,,"Shoemaking- and related machine operators","822","ISCO-88_ILO","CHEMICAL-PRODUCTS MACHINE OPERATORS","822","822","ISCO-88_ILO","CHEMICAL-PRODUCTS MACHINE OPERATORS"
"ISCO-88_COM","8269","Textile-, fur- and leather-products machine operators not elsewhere classified",,,,,,"8269","8269","ISCO-88_ILO","8269",1,,"Textile-, fur- and leather-products machine operators not elsewhere classified","8221","ISCO-88_ILO","Pharmaceutical- and toiletry-products machine operators","8221","8221","ISCO-88_ILO","Pharmaceutical- and toiletry-products machine operators"
"ISCO-88_COM","827","Food and related products machine operators",,,,,,"8270","827","ISCO-88_ILO","827",1,,"FOOD AND RELATED PRODUCTS MACHINE OPERATORS","8222","ISCO-88_ILO","Ammunition- and explosive-products machine operators","8222","8222","ISCO-88_ILO","Ammunition- and explosive-products machine operators"
"ISCO-88_COM","8271","Meat- and fish-processing-machine operators",,,,,,"8271","8271","ISCO-88_ILO","8271",1,,"Meat- and fish-processing-machine operators","8223","ISCO-88_ILO","Metal finishing-, plating- and coating-machine operators","8223","8223","ISCO-88_ILO","Metal finishing-, plating- and coating-machine operators"
"ISCO-88_COM","8272","Dairy-products machine operators",,,,,,"8272","8272","ISCO-88_ILO","8272",1,,"Dairy-products machine operators","8224","ISCO-88_ILO","Photographic-products machine operators","8224","8224","ISCO-88_ILO","Photographic-products machine operators"
"ISCO-88_COM","8273","Grain- and spice-milling-machine operators",,,,,,"8273","8273","ISCO-88_ILO","8273",1,,"Grain- and spice-milling-machine operators","8229","ISCO-88_ILO","Chemical-products machine operators not elsewhere classified","8229","8229","ISCO-88_ILO","Chemical-products machine operators not elsewhere classified"
"ISCO-88_COM","8274","Baked-goods, cereal- and chocolate-products machine operators",,,,,,"8274","8274","ISCO-88_ILO","8274",1,,"Baked-goods, cereal and chocolate-products machine operators","823","ISCO-88_ILO","RUBBER- AND PLASTIC-PRODUCTS MACHINE OPERATORS","823","823","ISCO-88_ILO","RUBBER- AND PLASTIC-PRODUCTS MACHINE OPERATORS"
"ISCO-88_COM","8275","Fruit-, vegetable- and nut-processing-machine operators",,,,,,"8275","8275","ISCO-88_ILO","8275",1,,"Fruit-, vegetable- and nut-processing-machine operators","8231","ISCO-88_ILO","Rubber-products machine operators","8231","8231","ISCO-88_ILO","Rubber-products machine operators"
"ISCO-88_COM","8276","Sugar production machine operators",,,,,,"8276","8276","ISCO-88_ILO","8276",1,,"Sugar production machine operators","8232","ISCO-88_ILO","Plastic-products machine operators","8232","8232","ISCO-88_ILO","Plastic-products machine operators"
"ISCO-88_COM","8277","Tea-, coffee- and cocoa-processing-machine operators",,,,,,"8277","8277","ISCO-88_ILO","8277",1,,"Tea-, coffee-, and cocoa-processing-machine operators","824","ISCO-88_ILO","WOOD-PRODUCTS MACHINE OPERATORS","824","824","ISCO-88_ILO","WOOD-PRODUCTS MACHINE OPERATORS"
"ISCO-88_COM","8278","Brewers, wine and other beverage machine operators",,,,,,"8278","8278","ISCO-88_ILO","8278",1,,"Brewers, wine and other beverage machine operators","8240","ISCO-88_ILO","Wood-products machine operators","8240","8240","ISCO-88_ILO","Wood-products machine operators"
"ISCO-88_COM","8279","Tobacco production machine operators",,,,,,"8279","8279","ISCO-88_ILO","8279",1,,"Tobacco production machine operators","825","ISCO-88_ILO","PRINTING-, BINDING- AND PAPER-PRODUCTS MACHINE OPERATORS","825","825","ISCO-88_ILO","PRINTING-, BINDING- AND PAPER-PRODUCTS MACHINE OPERATORS"
"ISCO-88_COM","828","Assemblers",,,,,,"8280","828","ISCO-88_ILO","828",1,,"ASSEMBLERS","8251","ISCO-88_ILO","Printing-machine operators","8251","8251","ISCO-88_ILO","Printing-machine operators"
"ISCO-88_COM","8281","Mechanical-machinery assemblers",,,,,,"8281","8281","ISCO-88_ILO","8281",1,,"Mechanical-machinery assemblers","8252","ISCO-88_ILO","Bookbinding-machine operators","8252","8252","ISCO-88_ILO","Bookbinding-machine operators"
"ISCO-88_COM","8282","Electrical-equipment assemblers",,,,,,"8282","8282","ISCO-88_ILO","8282",1,,"Electrical-equipment assemblers","8253","ISCO-88_ILO","Paper-products machine operators","8253","8253","ISCO-88_ILO","Paper-products machine operators"
"ISCO-88_COM","8283","Electronic-equipment assemblers",,,,,,"8283","8283","ISCO-88_ILO","8283",1,,"Electronic-equipment assemblers","826","ISCO-88_ILO","TEXTILE-, FUR- AND LEATHER-PRODUCTS MACHINE OPERATORS","826","826","ISCO-88_ILO","TEXTILE-, FUR- AND LEATHER-PRODUCTS MACHINE OPERATORS"
"ISCO-88_COM","8284","Metal-, rubber- and plastic-products assemblers",,,,,,"8284","8284","ISCO-88_ILO","8284",1,,"Metal-, rubber- and plastic-products assemblers","8261","ISCO-88_ILO","Fibre-preparing-, spinning- and winding-machine operators","8261","8261","ISCO-88_ILO","Fibre-preparing-, spinning- and winding-machine operators"
"ISCO-88_COM","8285","Wood and related products assemblers",,,,,,"8285","8285","ISCO-88_ILO","8285",1,,"Wood and related products assemblers","8262","ISCO-88_ILO","Weaving- and knitting-machine operators","8262","8262","ISCO-88_ILO","Weaving- and knitting-machine operators"
"ISCO-88_COM","8286","Paperboard, textile and related products assemblers",,,,,,"8286","8286","ISCO-88_ILO","8286",1,,"Paperboard, textile and related products assemblers","8263","ISCO-88_ILO","Sewing-machine operators","8263","8263","ISCO-88_ILO","Sewing-machine operators"
"ISCO-88_COM","8287","Composite products assemblers",,,,,,"8287","828","ISCO-88_ILO","828",1,"concept does not exist in target scheme. linked to parent.","ASSEMBLERS","8264","ISCO-88_ILO","Bleaching-, dyeing- and cleaning-machine operators","8264","8264","ISCO-88_ILO","Bleaching-, dyeing- and cleaning-machine operators"
"ISCO-88_COM","829","Other machine operators not elsewhere classified",,,,,,"8290","829","ISCO-88_ILO","829",1,,"OTHER MACHINE OPERATORS AND ASSEMBLERS","8265","ISCO-88_ILO","Fur and leather-preparing-machine operators","8265","8265","ISCO-88_ILO","Fur and leather-preparing-machine operators"
"ISCO-88_COM","8290","Other machine operators not elsewhere classified",,,,,,"8290","8290","ISCO-88_ILO","8290",1,,"Other machine operators and assemblers","8266","ISCO-88_ILO","Shoemaking- and related machine operators","8266","8266","ISCO-88_ILO","Shoemaking- and related machine operators"
"ISCO-88_COM","83","Drivers and mobile plant operators",,,,,,"8300","83","ISCO-88_ILO","83",1,,"DRIVERS AND MOBILE-PLANT OPERATORS","8269","ISCO-88_ILO","Textile-, fur- and leather-products machine operators not elsewhere classified","8269","8269","ISCO-88_ILO","Textile-, fur- and leather-products machine operators not elsewhere classified"
"ISCO-88_COM","831","Locomotive engine drivers and related workers",,,,,,"8310","831","ISCO-88_ILO","831",1,,"LOCOMOTIVE-ENGINE DRIVERS AND RELATED WORKERS","827","ISCO-88_ILO","FOOD AND RELATED PRODUCTS MACHINE OPERATORS","827","827","ISCO-88_ILO","FOOD AND RELATED PRODUCTS MACHINE OPERATORS"
"ISCO-88_COM","8311","Locomotive engine drivers",,,,,,"8311","8311","ISCO-88_ILO","8311",1,,"Locomotive-engine drivers","8271","ISCO-88_ILO","Meat- and fish-processing-machine operators","8271","8271","ISCO-88_ILO","Meat- and fish-processing-machine operators"
"ISCO-88_COM","8312","Railway brakers, signallers and shunters",,,,,,"8312","8312","ISCO-88_ILO","8312",1,,"Railway brakers, signallers and shunters","8272","ISCO-88_ILO","Dairy-products machine operators","8272","8272","ISCO-88_ILO","Dairy-products machine operators"
"ISCO-88_COM","832","Motor vehicle drivers",,,,,,"8320","832","ISCO-88_ILO","832",1,,"MOTOR-VEHICLE DRIVERS","8273","ISCO-88_ILO","Grain- and spice-milling-machine operators","8273","8273","ISCO-88_ILO","Grain- and spice-milling-machine operators"
"ISCO-88_COM","8321","Motorcycle drivers",,,,,,"8321","8321","ISCO-88_ILO","8321",1,,"Motor-cycle drivers","8274","ISCO-88_ILO","Baked-goods, cereal and chocolate-products machine operators","8274","8274","ISCO-88_ILO","Baked-goods, cereal and chocolate-products machine operators"
"ISCO-88_COM","8322","Car, taxi and van drivers",,,,,,"8322","8322","ISCO-88_ILO","8322",1,,"Car, taxi and van drivers","8275","ISCO-88_ILO","Fruit-, vegetable- and nut-processing-machine operators","8275","8275","ISCO-88_ILO","Fruit-, vegetable- and nut-processing-machine operators"
"ISCO-88_COM","8323","Bus and tram drivers",,,,,,"8323","8323","ISCO-88_ILO","8323",1,,"Bus and tram drivers","8276","ISCO-88_ILO","Sugar production machine operators","8276","8276","ISCO-88_ILO","Sugar production machine operators"
"ISCO-88_COM","8324","Heavy truck and lorry drivers",,,,,,"8324","8324","ISCO-88_ILO","8324",1,,"Heavy-truck and lorry drivers","8277","ISCO-88_ILO","Tea-, coffee-, and cocoa-processing-machine operators","8277","8277","ISCO-88_ILO","Tea-, coffee-, and cocoa-processing-machine operators"
"ISCO-88_COM","833","Agricultural and other mobile plant operators",,,,,,"8330","833","ISCO-88_ILO","833",1,,"AGRICULTURAL AND OTHER MOBILE-PLANT OPERATORS","8278","ISCO-88_ILO","Brewers, wine and other beverage machine operators","8278","8278","ISCO-88_ILO","Brewers, wine and other beverage machine operators"
"ISCO-88_COM","8331","Motorised farm and forestry plant operators",,,,,,"8331","8331","ISCO-88_ILO","8331",1,,"Motorised farm and forestry plant operators","8279","ISCO-88_ILO","Tobacco production machine operators","8279","8279","ISCO-88_ILO","Tobacco production machine operators"
"ISCO-88_COM","8332","Earth-moving and related plant operators",,,,,,"8332","8332","ISCO-88_ILO","8332",1,,"Earth-moving- and related plant operators","828","ISCO-88_ILO","ASSEMBLERS","828","828","ISCO-88_ILO","ASSEMBLERS"
"ISCO-88_COM","8333","Crane, hoist and related plant operators",,,,,,"8333","8333","ISCO-88_ILO","8333",1,,"Crane, hoist and related plant operators","8281","ISCO-88_ILO","Mechanical-machinery assemblers","8281","8281","ISCO-88_ILO","Mechanical-machinery assemblers"
"ISCO-88_COM","8334","Lifting-truck operators",,,,,,"8334","8334","ISCO-88_ILO","8334",1,,"Lifting-truck operators","8282","ISCO-88_ILO","Electrical-equipment assemblers","8282","8282","ISCO-88_ILO","Electrical-equipment assemblers"
"ISCO-88_COM","834","Ships' deck crews and related workers",,,,,,"8340","834","ISCO-88_ILO","834",1,,"SHIPS' DECK CREWS AND RELATED WORKERS","8283","ISCO-88_ILO","Electronic-equipment assemblers","8283","8283","ISCO-88_ILO","Electronic-equipment assemblers"
"ISCO-88_COM","8340","Ships' deck crews and related workers",,,,,,"8340","8340","ISCO-88_ILO","8340",1,,"Ships' deck crews and related workers","8284","ISCO-88_ILO","Metal-, rubber- and plastic-products assemblers","8284","8284","ISCO-88_ILO","Metal-, rubber- and plastic-products assemblers"
"ISCO-88_COM","9","ELEMENTARY OCCUPATIONS",,,,,,"9000","9","ISCO-88_ILO","9",1,,"ELEMENTARY OCCUPATIONS","8285","ISCO-88_ILO","Wood and related products assemblers","8285","8285","ISCO-88_ILO","Wood and related products assemblers"
"ISCO-88_COM","91","Sales and services elementary occupations",,,,,,"9100","91","ISCO-88_ILO","91",1,,"SALES AND SERVICES ELEMENTARY OCCUPATIONS","8286","ISCO-88_ILO","Paperboard, textile and related products assemblers","8286","8286","ISCO-88_ILO","Paperboard, textile and related products assemblers"
"ISCO-88_COM","911","Street vendors and related workers",,,,,,"9110","911","ISCO-88_ILO","911",1,,"STREET VENDORS AND RELATED WORKERS","829","ISCO-88_ILO","OTHER MACHINE OPERATORS AND ASSEMBLERS","829","829","ISCO-88_ILO","OTHER MACHINE OPERATORS AND ASSEMBLERS"
"ISCO-88_COM","9111","Street vendors",,,,,,"9111","9111","ISCO-88_ILO","9111",1,,"Street food vendors","8290","ISCO-88_ILO","Other machine operators and assemblers","8290","8290","ISCO-88_ILO","Other machine operators and assemblers"
"ISCO-88_COM","9113","Door-to-door and telephone salespersons",,,,,,"9113","9113","ISCO-88_ILO","9113",1,,"Door-to-door and telephone salespersons","83","ISCO-88_ILO","DRIVERS AND MOBILE-PLANT OPERATORS","83","83","ISCO-88_ILO","DRIVERS AND MOBILE-PLANT OPERATORS"
"ISCO-88_COM","912","Shoe cleaning and other street services elementary occupations",,,,,,"9120","912","ISCO-88_ILO","912",1,,"SHOE CLEANING AND OTHER STREET SERVICES ELEMENTARY OCCUPATIONS","831","ISCO-88_ILO","LOCOMOTIVE-ENGINE DRIVERS AND RELATED WORKERS","831","831","ISCO-88_ILO","LOCOMOTIVE-ENGINE DRIVERS AND RELATED WORKERS"
"ISCO-88_COM","9120","Shoe cleaning and other street services elementary occupations",,,,,,"9120","9120","ISCO-88_ILO","9120",1,,"Shoe cleaning and other street services elementary occupations","8311","ISCO-88_ILO","Locomotive-engine drivers","8311","8311","ISCO-88_ILO","Locomotive-engine drivers"
"ISCO-88_COM","913","Domestic and related helpers, cleaners and launderers",,,,,,"9130","913","ISCO-88_ILO","913",1,,"DOMESTIC AND RELATED HELPERS, CLEANERS AND LAUNDERERS","8312","ISCO-88_ILO","Railway brakers, signallers and shunters","8312","8312","ISCO-88_ILO","Railway brakers, signallers and shunters"
"ISCO-88_COM","9131","Domestic helpers and cleaners",,,,,,"9131","9131","ISCO-88_ILO","9131",1,,"Domestic helpers and cleaners","832","ISCO-88_ILO","MOTOR-VEHICLE DRIVERS","832","832","ISCO-88_ILO","MOTOR-VEHICLE DRIVERS"
"ISCO-88_COM","9132","Helpers and cleaners in offices, hotels and other establishments",,,,,,"9132","9132","ISCO-88_ILO","9132",1,,"Helpers and cleaners in offices, hotels and other establishments","8321","ISCO-88_ILO","Motor-cycle drivers","8321","8321","ISCO-88_ILO","Motor-cycle drivers"
"ISCO-88_COM","9133","Hand-launderers and pressers",,,,,,"9133","9133","ISCO-88_ILO","9133",1,,"Hand-launderers and pressers","8322","ISCO-88_ILO","Car, taxi and van drivers","8322","8322","ISCO-88_ILO","Car, taxi and van drivers"
"ISCO-88_COM","914","Building caretakers, window and related cleaners",,,,,,"9140","914","ISCO-88_ILO","914",1,,"BUILDING CARETAKERS, WINDOW AND RELATED CLEANERS","8323","ISCO-88_ILO","Bus and tram drivers","8323","8323","ISCO-88_ILO","Bus and tram drivers"
"ISCO-88_COM","9141","Building caretakers",,,,,,"9141","9141","ISCO-88_ILO","9141",1,,"Building caretakers","8324","ISCO-88_ILO","Heavy-truck and lorry drivers","8324","8324","ISCO-88_ILO","Heavy-truck and lorry drivers"
"ISCO-88_COM","9142","Vehicle, window and related cleaners",,,,,,"9142","9142","ISCO-88_ILO","9142",1,,"Vehicle, window and related cleaners","833","ISCO-88_ILO","AGRICULTURAL AND OTHER MOBILE-PLANT OPERATORS","833","833","ISCO-88_ILO","AGRICULTURAL AND OTHER MOBILE-PLANT OPERATORS"
"ISCO-88_COM","915","Messengers, porters, doorkeepers and related workers",,,,,,"9150","915","ISCO-88_ILO","915",1,,"MESSENGERS, PORTERS, DOORKEEPERS AND RELATED WORKERS","8331","ISCO-88_ILO","Motorised farm and forestry plant operators","8331","8331","ISCO-88_ILO","Motorised farm and forestry plant operators"
"ISCO-88_COM","9151","Messengers, package and luggage porters and deliverers",,,,,,"9151","9151","ISCO-88_ILO","9151",1,,"Messengers, package and luggage porters and deliverers","8332","ISCO-88_ILO","Earth-moving- and related plant operators","8332","8332","ISCO-88_ILO","Earth-moving- and related plant operators"
"ISCO-88_COM","9152","Doorkeepers, watchpersons and related workers",,,,,,"9152","9152","ISCO-88_ILO","9152",1,,"Doorkeepers, watchpersons and related workers","8333","ISCO-88_ILO","Crane, hoist and related plant operators","8333","8333","ISCO-88_ILO","Crane, hoist and related plant operators"
