"ConceptScheme","labelStyle","Concept","prefLabel","sortorder","prefValue"
"ISCO-68_SOEPdepr","de","973","Kranfuehrer, Aufzugsmaschinisten",281,973
"ISCO-68_SOEPdepr","de","974","Bediener von Erdbewegungs- und aehnliche",282,974
"ISCO-68_SOEPdepr","de","979","Bediener v.Materialbew.-geraeten; Hafen-",283,979
"ISCO-68_SOEPdepr","de","981","Deckpersonal auf Schiff, Bootsmannschaft",284,981
"ISCO-68_SOEPdepr","de","982","Maschinenpersonal auf Schiff",285,982
"ISCO-68_SOEPdepr","de","983","Lokomotivfuehrer und -heizer",286,983
"ISCO-68_SOEPdepr","de","984","Eisenbahnbremser, Stellwerksbediener, Ra",287,984
"ISCO-68_SOEPdepr","de","985","Motorfahrzeugfahrer",288,985
"ISCO-68_SOEPdepr","de","986","Fuehrer von Tieren und tiergezogenen Fah",289,986
"ISCO-68_SOEPdepr","de","989","Transporteinrichtungsbediener",290,989
"ISCO-68_SOEPdepr","de","999","Handlanger, ungelernte Arbeiter, Labour",291,999
